UF;nom_mun;Ano;transferencia;VL_CONSOLIDADO;cod_ibge;Código SIAFI
MG;Santa Rita de Caldas;2025;AJUSTE FUNDEB - FPM;-35,49;3159209;5183
MG;Santa Rita de Caldas;2025;AJUSTE FUNDEB - ICME;-115,33;3159209;5183
MG;Santa Rita de Caldas;2025;AJUSTE FUNDEB - IPIE;-1,11;3159209;5183
MG;Santa Rita de Caldas;2025;AJUSTE FUNDEB - IPVA;-17,65;3159209;5183
MG;Santa Rita de Caldas;2025;AJUSTE FUNDEB - ITCMD;-3,03;3159209;5183
MG;Santa Rita de Caldas;2025;AJUSTE FUNDEB - ITR;-0,36;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - COUN VAAR;273822,68;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - FPE;252188,51;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - FPM;776918,63;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - FUNDEB - FTI;106569,6;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - ICMS;2464882,76;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - IPI-EXP;31356,41;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - IPVA;357748,51;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - ITCMD;61949,82;3159209;5183
MG;Santa Rita de Caldas;2025;FUNDEB - ITR;8902,78;3159209;5183
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-5609,63;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - FPE;-6,82;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - FPM;-20,44;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - ICME;-66,58;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - IPIE;-0,65;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - IPVA;-10,22;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - ITCMD;-1,7;3159407;5187
MG;Santa Rita de Ibitipoca;2025;AJUSTE FUNDEB - ITR;-0,22;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - COUN VAAR;81297,62;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - FPE;158770,5;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - FPM;489125,24;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - ICMS;1551532,27;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - IPI-EXP;19741,09;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - IPVA;225228,12;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - ITCMD;39002,1;3159407;5187
MG;Santa Rita de Ibitipoca;2025;FUNDEB - ITR;5605,01;3159407;5187
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-834,13;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - FPE;-15,25;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - FPM;-45,67;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - ICME;-148,89;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - IPIE;-1,38;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - IPVA;-22,87;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - ITCMD;-3,86;3159308;5185
MG;Santa Rita de Jacutinga;2025;AJUSTE FUNDEB - ITR;-0,49;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - COUN VAAR;12132,42;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - FPE;378505,31;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - FPM;1166063,67;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - ICMS;3691800,82;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - IPI-EXP;47062,3;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - IPVA;536901,34;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - ITCMD;92902,6;3159308;5185
MG;Santa Rita de Jacutinga;2025;FUNDEB - ITR;13343,75;3159308;5185
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-5018,03;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - FPE;-14,73;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - FPM;-44,16;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - ICME;-143,69;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - IPIE;-1,37;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - IPVA;-22,15;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - ITCMD;-3,79;3159357;2669
MG;Santa Rita de Minas;2025;AJUSTE FUNDEB - ITR;-0,52;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - COUN VAAR;17114,52;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - FPE;369436,71;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - FPM;1138125,86;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - FUNDEB - FTI;147686,31;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - ICMS;3603621,61;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - IPI-EXP;45934,76;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - IPVA;524019,47;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - ITCMD;90639,23;3159357;2669
MG;Santa Rita de Minas;2025;FUNDEB - ITR;13015,13;3159357;2669
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;29698,76;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - FPE;-14,95;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - FPM;-44,81;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - ICME;-145,89;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - IPIE;-1,43;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - IPVA;-22,48;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - ITCMD;-3,8;3159506;5189
MG;Santa Rita do Itueto;2025;AJUSTE FUNDEB - ITR;-0,51;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - COUN VAAT;904784,67;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - FPE;421156,41;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - FPM;1297459,14;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - FUNDEB - FTI;157159,56;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - ICMS;4102385,53;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - IPI-EXP;52365,45;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - IPVA;597421,61;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - ITCMD;103413,62;3159506;5189
MG;Santa Rita do Itueto;2025;FUNDEB - ITR;14857,44;3159506;5189
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - FPE;-81,5;3159605;5191
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - FPM;-244,48;3159605;5191
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - ICME;-795,8;3159605;5191
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - IPIE;-7,66;3159605;5191
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - IPVA;-122,31;3159605;5191
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - ITCMD;-20,65;3159605;5191
MG;Santa Rita do Sapucaí;2025;AJUSTE FUNDEB - ITR;-2,67;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - FPE;2152301,42;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - FPM;6630608,11;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - ICMS;20971348,02;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - IPI-EXP;267611,27;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - IPVA;3052834,54;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - ITCMD;527949,8;3159605;5191
MG;Santa Rita do Sapucaí;2025;FUNDEB - ITR;75799,72;3159605;5191
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - FPE;-10,73;3159704;5193
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - FPM;-32,15;3159704;5193
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - ICME;-104,49;3159704;5193
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - IPIE;-1;3159704;5193
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - IPVA;-15,99;3159704;5193
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - ITCMD;-2,75;3159704;5193
MG;Santa Rosa da Serra;2025;AJUSTE FUNDEB - ITR;-0,39;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - COUN VAAT;106615,34;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - FPE;285501,65;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - FPM;879546,49;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - FUNDEB - FTI;155084,63;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - ICMS;2780250,65;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - IPI-EXP;35498,49;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - IPVA;404885,5;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - ITCMD;69884,98;3159704;5193
MG;Santa Rosa da Serra;2025;FUNDEB - ITR;10019,76;3159704;5193
MG;Santa Vitória;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-16600,75;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - FPE;-42,74;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - FPM;-128,1;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - ICME;-416,59;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - IPIE;-3,97;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - IPVA;-64,2;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - ITCMD;-10,79;3159803;5195
MG;Santa Vitória;2025;AJUSTE FUNDEB - ITR;-1,45;3159803;5195
MG;Santa Vitória;2025;FUNDEB - COUN VAAR;101540,69;3159803;5195
MG;Santa Vitória;2025;FUNDEB - FPE;1159612,98;3159803;5195
MG;Santa Vitória;2025;FUNDEB - FPM;3572426,78;3159803;5195
MG;Santa Vitória;2025;FUNDEB - ICMS;11305362,21;3159803;5195
MG;Santa Vitória;2025;FUNDEB - IPI-EXP;144183,09;3159803;5195
MG;Santa Vitória;2025;FUNDEB - IPVA;1644844,61;3159803;5195
MG;Santa Vitória;2025;FUNDEB - ITCMD;284538,56;3159803;5195
MG;Santa Vitória;2025;FUNDEB - ITR;40860,84;3159803;5195
MG;Santana da Vargem;2025;AJUSTE FUNDEB - FPE;-9,47;3158300;5165
MG;Santana da Vargem;2025;AJUSTE FUNDEB - FPM;-28,48;3158300;5165
MG;Santana da Vargem;2025;AJUSTE FUNDEB - ICME;-92,51;3158300;5165
MG;Santana da Vargem;2025;AJUSTE FUNDEB - IPIE;-0,89;3158300;5165
MG;Santana da Vargem;2025;AJUSTE FUNDEB - IPVA;-14,41;3158300;5165
MG;Santana da Vargem;2025;AJUSTE FUNDEB - ITCMD;-2,37;3158300;5165
MG;Santana da Vargem;2025;AJUSTE FUNDEB - ITR;-0,35;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - FPE;247617,38;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - FPM;762836,35;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - ICMS;2415290,84;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - IPI-EXP;30788,09;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - IPVA;351239,13;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - ITCMD;60775,37;3158300;5165
MG;Santana da Vargem;2025;FUNDEB - ITR;8729,15;3158300;5165
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - FPE;-10,49;3158409;5167
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - FPM;-31,24;3158409;5167
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - ICME;-101,61;3158409;5167
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - IPIE;-0,99;3158409;5167
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - IPVA;-15,49;3158409;5167
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - ITCMD;-2,65;3158409;5167
MG;Santana de Cataguases;2025;AJUSTE FUNDEB - ITR;-0,34;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - FPE;242782,81;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - FPM;747942,37;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - ICMS;2370880,04;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - IPI-EXP;30186,96;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - IPVA;344412,55;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - ITCMD;59653,37;3158409;5167
MG;Santana de Cataguases;2025;FUNDEB - ITR;8574,07;3158409;5167
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - FPE;-12,21;3158508;5169
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - FPM;-36,66;3158508;5169
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - ICME;-119,2;3158508;5169
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - IPIE;-1,12;3158508;5169
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - IPVA;-18,36;3158508;5169
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - ITCMD;-3,03;3158508;5169
MG;Santana de Pirapama;2025;AJUSTE FUNDEB - ITR;-0,36;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - FPE;287932,29;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - FPM;887034,78;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - ICMS;2812468,07;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - IPI-EXP;35800,72;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - IPVA;408447,89;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - ITCMD;70717,78;3158508;5169
MG;Santana de Pirapama;2025;FUNDEB - ITR;10161,66;3158508;5169
MG;Santana do Deserto;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-6189,7;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - FPE;-13,44;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - FPM;-40,34;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - ICME;-131,18;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - IPIE;-1,25;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - IPVA;-20,23;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - ITCMD;-3,37;3158607;5171
MG;Santana do Deserto;2025;AJUSTE FUNDEB - ITR;-0,47;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - COUN VAAR;99028,49;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - FPE;322900,28;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - FPM;994760,82;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - FUNDEB - FTI;138414;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - ICMS;3151911,9;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - IPI-EXP;40148,53;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - IPVA;458051,94;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - ITCMD;79306,61;3158607;5171
MG;Santana do Deserto;2025;FUNDEB - ITR;11395,83;3158607;5171
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-4820,46;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - FPE;-6,2;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - FPM;-18,58;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - ICME;-60,5;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - IPIE;-0,58;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - IPVA;-9,27;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - ITCMD;-1,55;3158706;5173
MG;Santana do Garambéu;2025;AJUSTE FUNDEB - ITR;-0,2;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - COUN VAAR;66648,14;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - FPE;151601,64;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - FPM;467040,07;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - ICMS;1481401,84;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - IPI-EXP;18849,75;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - IPVA;215044,59;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - ITCMD;37212,14;3158706;5173
MG;Santana do Garambéu;2025;FUNDEB - ITR;5345,01;3158706;5173
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-10930,81;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - FPE;-9,17;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - FPM;-27,47;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - ICME;-89,59;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - IPIE;-0,81;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - IPVA;-13,8;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - ITCMD;-2,26;3158805;5175
MG;Santana do Jacaré;2025;AJUSTE FUNDEB - ITR;-0,34;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - COUN VAAR;118743,91;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - FPE;211366,14;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - FPM;651157,04;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - ICMS;2063449,97;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - IPI-EXP;26280,68;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - IPVA;299847,18;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - ITCMD;51938,9;3158805;5175
MG;Santana do Jacaré;2025;FUNDEB - ITR;7465,72;3158805;5175
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-16607,5;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;35462,68;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - FPE;-19,15;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - FPM;-57,32;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - ICME;-186,75;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - IPIE;-1,74;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - IPVA;-28,65;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - ITCMD;-4,8;3158904;5177
MG;Santana do Manhuaçu;2025;AJUSTE FUNDEB - ITR;-0,63;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - COUN VAAR;239938,22;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - COUN VAAT;1250596,16;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - FPE;519166,6;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - FPM;1599399,65;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - FUNDEB - FTI;143923,91;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - ICMS;5054770,23;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - IPI-EXP;64551,75;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - IPVA;736416,36;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - ITCMD;127407,16;3158904;5177
MG;Santana do Manhuaçu;2025;FUNDEB - ITR;18297,83;3158904;5177
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-70867,95;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;108943,68;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - FPE;-62,71;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - FPM;-188,04;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - ICME;-611,67;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - IPIE;-5,89;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - IPVA;-94,32;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - ITCMD;-15,86;3158953;2673
MG;Santana do Paraíso;2025;AJUSTE FUNDEB - ITR;-2,09;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - COUN VAAR;787864,25;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - COUN VAAT;189432,31;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - FPE;1622576,1;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - FPM;4998680,19;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - FUNDEB - FTI;455950,95;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - ICMS;15785034,92;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - IPI-EXP;201746,64;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - IPVA;2301515,04;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - ITCMD;398104,03;3158953;2673
MG;Santana do Paraíso;2025;FUNDEB - ITR;57166,09;3158953;2673
MG;Santana do Riacho;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-4440,54;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - FPE;-10,27;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - FPM;-30,79;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - ICME;-100,38;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - IPIE;-0,92;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - IPVA;-15,36;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - ITCMD;-2,61;3159001;5179
MG;Santana do Riacho;2025;AJUSTE FUNDEB - ITR;-0,34;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - COUN VAAR;15971,04;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - COUN VAAT;462218,68;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - FPE;359696,68;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - FPM;1108119,8;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - ICMS;3499094,24;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - IPI-EXP;44723,69;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - IPVA;510195,42;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - ITCMD;88231,88;3159001;5179
MG;Santana do Riacho;2025;FUNDEB - ITR;12667,76;3159001;5179
MG;Santana dos Montes;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-6885,95;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - FPE;-9,33;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - FPM;-28,01;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - ICME;-90,95;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - IPIE;-0,79;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - IPVA;-13,96;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - ITCMD;-2,37;3159100;5181
MG;Santana dos Montes;2025;AJUSTE FUNDEB - ITR;-0,29;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - COUN VAAR;95205,46;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - FPE;230331,39;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - FPM;709583,28;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - FUNDEB - FTI;109098,95;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - ICMS;2248056,35;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - IPI-EXP;28638,72;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - IPVA;326719,88;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - ITCMD;56533,7;3159100;5181
MG;Santana dos Montes;2025;FUNDEB - ITR;8119,98;3159100;5181
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;5774,78;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - FPE;-567,35;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - FPM;-1745,1;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - ICME;-5629,62;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - IPIE;-70,62;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - IPVA;-900,33;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - ITCMD;-129,9;3159902;5197
MG;Santo Antônio do Amparo;2025;AJUSTE FUNDEB - ITR;-20,95;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - COUN VAAR;28004,51;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - COUN VAAT;947099,74;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - FPE;887523,29;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - FPM;2734198,35;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - FUNDEB - FTI;209665,85;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - ICMS;8651730,3;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - IPI-EXP;110353,24;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - IPVA;1258997,45;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - ITCMD;217772,42;3159902;5197
MG;Santo Antônio do Amparo;2025;FUNDEB - ITR;31275,99;3159902;5197
MG;Santo Antônio do Aventureiro;2025;AJUSTE FUNDEB - FPE;-8,7;3160009;5199
MG;Santo Antônio do Aventureiro;2025;AJUSTE FUNDEB - FPM;-26,26;3160009;5199
